query,doc,label
sci.electronics,"        I'm glad to see this idea come up because I've had something similar in mind. What if you had an authorization key that computed from the name and address  data.  When the user registers, you don't even need to send executable code,  just compute his/her key and send him/her instructions to enter in the  appropriate place the following:  Name=Joe Doe Address=123 Main Street City=Anytown, CA key=ldslfoialsdkcdsngsikhsfd",1
sci.electronics," About a year ago, some kids tossed a rock off an overpass on I-94 near Eau Claire, Wisconsin and it killed the driver below.  (I believe he was a schoolteacher from Minnesota.)",0
rec.autos,seningen@maserati.ross.com (Mike Seningen)    The funny thing about the digital dash (87 T-bird) with the 85mph speedo  limit was that if you pressed the button to convert to kilometers it would  read all the way up to 187kph.  At this point the stock anemic 302 would get  short of breath.  This of course was equivalent to about 116mph (hehe).I bet  I really coulda confused this thing if I'd toyed with the engine and rolled the stupid thing (the digits were limited to 199).     I've gotta agree with ya on the analog clock w/digital dash though.  My girlfriend had a '85 TurboCoupe with a digital clock and analog gauges/radio. Go figure...   usenet@constellation.ecn.uoknor.edu (Usenet Administrator)    I had a great feature on my T-bird....  I could pull the key out and  leave the ignition on.  This scared the hell out of me the first time it happened but I kinda grew to like it.  Musta been a bad key copy or  something.  Mark Novakovic,1
rec.autos," Is it right??? That is new stuff for me. So it means that  you just can  not put a sattellite around around the Moon for too long because its  orbit will be unstable??? If so, what is the reason??? Is that because  the combined gravitacional atraction of the Sun,Moon and Earth  that does not provide a stable  orbit around the Moon???   C.O.EGALON@LARC.NASA.GOV  C.O.Egalon@larc.nasa.gov",0
rec.sport.baseball,"Is there any judgement call on the part of the scorer for sac fly RBI's? This is the situation that brought the question up:  The Red Sox were up in the bottom of the 9th by a score of 5-1.  The Mariners had the bases loaded with 1 out.  The batter hits a fly to center, which the fielder catches.  The runner at third tags and scores without a throw.    Now, without a judgement call (and I don't think there is one), this is an RBI for the batter.  It seems to me that a better name for this would be ""defensive indifference"", since it doesn't really matter whether the guy at third scores at that point.  (I know, I can think of several ""If the Mariners stole third and second, which opening the base would allow, and then the batter hit a grounder which the third baseman gets deep in the hole between himself and third, he wouldn't have a play at home, third, or second for the out, and maybe he therefore can't make the throw to first to get the last out, etc... scenarios, too.  But does it _really_ matter if this guy scores this way when you're down by 4?  If the tying run is going to score, so is the guy on third.)  The point is that the batter (IMO) shouldn't get ""credit"" (an RBI) for utterly failing to do his job - which at this point is to get a hit or a walk, not trade an out for one run.  What do you guys think?",1
rec.sport.baseball," Isn't name calling fun!  What do you think happened at Watergate? What do you think they broke into the building for? It wasn't to just look around. Do I have to draw you  a picture?  Whatever...  ------------------------------------------------------------------------------ ""Who said anything about panicking?"" snapped Authur.           Garrett Johnson ""This is still just culture shock. You wait till I've       Garrett@Ingres.com settled into the situation and found my bearings. THEN I'll start panicking!"" - Douglas Adams  ",0
rec.motorcycles,Anyone around here read this yet? Does Anita have a number?    Tony,1
rec.motorcycles,"   [excellent and helpful list deleted]      Wes's list is of ""do""s and ""don't""s for writing your Congressional representatives is a fine one but I'd like to encourage people to pay extra attention to the point above.  As cliched as the saying may be it's nevertheless true that you can catch more flies with honey than with vinegar.    While the writing styles prevalent on the net possess a certain charm please remember that the person reading your letter is likely to be uninfluenced or negatively influenced if you express your concerns in a way that makes you sound like a flake or a paranoid crackpot.  Wild and unsupported accusations about the menace from the NSA will not carry much weight, nor are overblown conclusions about the inevitable consequences of the proposal likely to convince (especially not ones that attempt strained analogies to the rise of the Nazi party.  Please save the Niemoller quote for another letter..)    If you want your opinions to be taken seriously it is *very* important that you state those opinions in a manner that is understandable and  seems reasonable to a layman.  Don't overburden your reader with technical details or expect them to know the history of various encryption  technologies.  Before you mail it, hand your letter to a non-technical friend and ask them to sanity-check it.    Above all, realize that legislators are often motivated as much by self-interest as by anything else.  Try to point out risks in terms that will be meaningful and motivating to them such as the loss of individual privacy rights or the damage restrictive export regulations do to American businesses' ability to compete in the global marketplace.  Pull the  strings that you think will work with your legislator -- if your legislator is unlikely to be swayed by civil-rights concerns then point out how a government-granted monopoly for Mycotronx damages the competitiveness of businesses in your district that manufacture or market phone or crypto technology.",0
comp.sys.mac.hardware,"I have a 3 month old that seems to have acquired the jitters of late.  The 14"" Apple color monitor that I'm using with an LCIII sort of jiggles to the left and right all the time now. I have attempted to relocate the monitor to make sure the problem isn't interference from something else, but the  problem seems to remain no matter what I do.  Has anybody encountered this problem?  Thanks,",1
comp.sys.mac.hardware,"Not to mention, Mr. Francis is an incredibly nice person.  Over Christmas break, a friend of mine had a little Xmas gathering.  The two of us drove to Ron's house.  While I stayed in the car out of shyness, my friend went to the door and rang the bell.  Ron answered and my friend introduced himself.  He then proceeded to invite Francis to the party.  Ron declined because he ""had to watch his daughter.""  He then reached out and shook my friend's hand!  I know this isn't r.s.b., but I don't think Barry Bonds would be this polite in this situation.",0
misc.forsale,"Sorry,  forgot to add its a Jap.  import Andy ",1
misc.forsale,"  Unfortunately, that is the way the league is heading... You can't fight, so the only way to retaliate against someone is with a cheap shot when the ref isn't looking. Ulf has brought this to a high level... Players stuck in the past (like Neely) who prefer fights to cheap shots are at a disadvantage in the new system.  Lets face it, A cheap shot (like high sticking) is a very effective method... It is easier to hide from the refs, has a better chance of causing injury, and you can draw people into fights that way. I don't like it, but that's the way the league is going.",0
comp.sys.mac.hardware,"I have a 3 month old that seems to have acquired the jitters of late.  The 14"" Apple color monitor that I'm using with an LCIII sort of jiggles to the left and right all the time now. I have attempted to relocate the monitor to make sure the problem isn't interference from something else, but the  problem seems to remain no matter what I do.  Has anybody encountered this problem?  Thanks,",1
comp.sys.mac.hardware, Perhaps because you just made it up?,0
rec.autos,"Hi:  I am looking for tires.  I would like to hear your experience on the  BF Goodrich Radial T/A tires and/or the Touring T/A especially for size P185/70R13.  For Radial T/A: How do they do in SNOW, and WET weather?  Are they quiet tires?  For Touring T/A: How many miles can they last?  I believe they are in                  every way equal/better than Radial T/A.  Am I right?",1
